Link,Title,Rating,Votes,Description,Director
https://www.imdb.com/title/tt12497152/?ref_=adv_li_tt,Frenemies,4.0,9,"Following the passing of his Dad, Kye is determined to help his Mum by any means possible. In his attempt to better his life he is unaware that his actions with lead to some of his friends plotting against him.",Dean Christian
https://www.imdb.com/title/tt7200186/?ref_=adv_li_tt,Left Hook,6.5,10,"A reluctant loan shark is forced into an underground, bare knuckle boxing tournament after he and his partner screw up a deal for their boss. On top of his dangerous work life, he must also learn to cope with his broken family.",Tyler W. Moore
https://www.imdb.com/title/tt11829286/?ref_=adv_li_tt,Bliscy,6.0,6,"Dear Ones is an allegorical story about people who need to make real contact with their family and friends. Piotr is looking for a purpose and order in his life. To find it, he turns to ... See full summary »",Grzegorz Jaroszuk
https://www.imdb.com/title/tt11792122/?ref_=adv_li_tt,Die Papsttochter - Wir kommen im Namen des Herrn,3.0,29,Add a Plot,Jochen Taubert
https://www.imdb.com/title/tt12408992/?ref_=adv_li_tt,Monster Strike the Movie: Lucifer - Zetsubou no Yoake,3.1,15,Add a Plot,Kôbun Shizuno
https://www.imdb.com/title/tt6902000/?ref_=adv_li_tt,Half White,2.1,121,"In an alternate, xenophobic America, four immigrants must undergo white-face makeovers in order to secure employment at a software company.",Raaw Horan
https://www.imdb.com/title/tt9904004/?ref_=adv_li_tt,Your Iron Lady,7.6,11,"A year in the life of Teresa: an immigrant mother of four who after being married for 22 years, decides to leave her abusive husband upon her arrival to the U.S., in 1998.",Jorge Xolalpa
https://www.imdb.com/title/tt13068436/?ref_=adv_li_tt,The 12 Day Tale of the Monster that Died in 8,5.4,18,Add a Plot,Shunji Iwai
https://www.imdb.com/title/tt11319278/?ref_=adv_li_tt,Raggie,6.5,105,"Popular Estonian children's book from the 60s in animation: when her older brother leaves, a 6 year old girl is given a magic doll with whom she gets to share some exciting adventures.",Meelis Arulepp
https://www.imdb.com/title/tt13705702/?ref_=adv_li_tt,Money Has Four Legs,6.5,11,"Wai Bhone, a young film director, has to overcome the tough realities in order to direct his debut film. The hard worked scenario is criticised and undermined by the unpretentious ... See full summary »",Maung Sun
https://www.imdb.com/title/tt10640766/?ref_=adv_li_tt,The Ex-Lover Shop,5.9,125,"Tristan (Reza Rahadian) is the owner of the shop that buys and sells ex-lover items for people who want to move on. Suddenly, Laras (Marsha Timothy), his ex-lover, comes and makes his life turned upside down.",Viva Westi
https://www.imdb.com/title/tt10804106/?ref_=adv_li_tt,The Net,8.0,5,There are many things that are unseen in this world. What we see on a daily basis could very well be the tip of the iceberg. With technology being an asset in most people's day to day lives... See full summary »,Henry Jollands
https://www.imdb.com/title/tt11991432/?ref_=adv_li_tt,Palmyra,9.2,13,"When Arthur learns that his daughter has escaped to ""battle with the word of vices"", he follows her. He firmly believes that anyone can be saved by love. Will a father's love win the battle against fanaticism?",Ivan Bolotnikov
https://www.imdb.com/title/tt11646456/?ref_=adv_li_tt,The Calming,6.0,48,"A filmmaker is constantly on the move after recently ending a relationship. As she travels alone between Beijing, Nanjing, Hong Kong and Japan, she observes and engages with her ever-changing environs while seeking an inner calm.",Fang Song
https://www.imdb.com/title/tt9440416/?ref_=adv_li_tt,A Impossibilidade de Estar Só,5.2,15,Add a Plot,Sérgio Graciano
https://www.imdb.com/title/tt6244938/?ref_=adv_li_tt,Midnight Sun,8.1,19,"The film depicts nine days in the life of a young musician, which are unique and different from the rest of his life, spent in the company of a mysterious and comforting beautiful young ... See full summary »",Shobair Shirazi
https://www.imdb.com/title/tt13393776/?ref_=adv_li_tt,Matar a Pinochet,5.5,40,"Fifteen years into Pinochet's dictatorship in Chile, a group of men and women led by Ramiro and Tamara set out to kill the tyrant.",Juan Ignacio Sabatini
https://www.imdb.com/title/tt11675502/?ref_=adv_li_tt,Dubsmash,6.6,8,"Dubsmash is a movie revolving around the lives of college students, their trials with love and the problems they face due to social media. Throwing light on the issue of phone addiction, it is an all-out entertainer.",Keshav Depur
https://www.imdb.com/title/tt12749860/?ref_=adv_li_tt,Xue sha,3.7,15,Add a Plot,Yue Ang Wang
https://www.imdb.com/title/tt11730520/?ref_=adv_li_tt,Black Snow,6.3,67,Add a Plot,Stepan Burnashev
https://www.imdb.com/title/tt8747126/?ref_=adv_li_tt,Danni and the Vampire,7.2,13,A madcap drifter tries to reignite a special feeling from her past by helping a vampire achieve his dreams.,Max Werkmeister
https://www.imdb.com/title/tt12872350/?ref_=adv_li_tt,The Time Guardians,3.7,13,"A little girl tries to save her adoptive parents, opposing the forces of evil in otherworldly Petersburg.",Alexey Telnov
https://www.imdb.com/title/tt13624962/?ref_=adv_li_tt,German Lessons,7.0,42,A middle aged man named Nikola is struggling with his life in his home country Bulgaria. He decides to move to Germany and is desperately trying to restore relationships with all his ... See full summary »,Pavel G. Vesnakov
https://www.imdb.com/title/tt11534342/?ref_=adv_li_tt,Sahane Hayaller,4.3,106,Add a Plot,Ömer Faruk Yardimci
https://www.imdb.com/title/tt8675162/?ref_=adv_li_tt,The Honeymoon Suite,3.9,101,A man who tries to have a love weekend with his younger affair finds himself trapped by a series of increasing messes.,Carlos Iglesias
https://www.imdb.com/title/tt9869564/?ref_=adv_li_tt,"April 7, 1980",5.9,8,"On the eve of the second Passover holiday, a squad of five commandos from the PFLP cuts the northern border fence and penetrates into Kibbutz Misgav-Am. Their mission is to take hostage the... See full summary »",Nadav Schirman
https://www.imdb.com/title/tt12960052/?ref_=adv_li_tt,Concubine of Shanghai,4.2,11,Add a Plot,Sherwood Hu
https://www.imdb.com/title/tt9324428/?ref_=adv_li_tt,Dos Otoños en Paris,8.3,10,"A young political refugee escapes to Paris, persecuted by the Paraguayan dictatorship, falls in love with a young law student, but must decide her future, without forgetting her struggle for freedom.",Gibelys Coronado
https://www.imdb.com/title/tt11938888/?ref_=adv_li_tt,The Best Families,6.6,14,A long-hidden secret flips generational hierarchies upside down at a huge birthday celebration.,Javier Fuentes-León
https://www.imdb.com/title/tt8333788/?ref_=adv_li_tt,Rajavukku Check,5.6,101,"A CB-CID Officer, who suffers from Kleine Levin syndrome, returns home to find his teenage daughter has gone missing.",S. Rajkumar
https://www.imdb.com/title/tt14227560/?ref_=adv_li_tt,Boys Be!,6.3,6,"The best fighter in high school, Seung In, who is lonely but doesn't like to lose to anyone and his friend, the peace-maker Hyeon Tae, who doesn't like fighting get involved with a fight ... See full summary »",Kim Hee-Chan
https://www.imdb.com/title/tt11507558/?ref_=adv_li_tt,Vikun Taak,6.2,6,"Mukund Thorambe (Shivraj Waichal) works as a mechanic in Dubai. He comes back to India, to get married to a girl of his mother's choice. A year back his father had committed suicide as he ... See full summary »",Sameer Patil
https://www.imdb.com/title/tt3996898/?ref_=adv_li_tt,Goethes Faust,9.2,5,"The film tells the story of Faust who unites with the devil in search of ultimate wisdom. He realizes too late, that winning Gretchen's heart with the devil's help means destroying her life.",Karsten Pruehl
https://www.imdb.com/title/tt12338648/?ref_=adv_li_tt,Mehandi Laga Ke Rakhna 3,7.0,75,Add a Plot,Rajnish Mishra
https://www.imdb.com/title/tt12282354/?ref_=adv_li_tt,Matthew Bourne's the Red Shoes,8.1,19,Add a Plot,Matthew Bourne
https://www.imdb.com/title/tt3792886/?ref_=adv_li_tt,Das Capital Gulamon Ki Rajdhani,7.1,28,Add a Plot,Rajan Kothari
https://www.imdb.com/title/tt10863950/?ref_=adv_li_tt,"Kamen Rider Zi-O Next Time: Geiz, Majesty",7.1,18,"In an alternative timeline of 2018, a group of high school students is pursuing their dreams. Sougo Tokiwa wants to become a king, and Keito Myokoin wants to become the judo champion while trying to impress his crush, Alpina Tsukuyomi.",Satoshi Morota
https://www.imdb.com/title/tt12673240/?ref_=adv_li_tt,Tryna Come Up,5.7,15,Friends living in poverty that will do anything to make a better lifestyle when odds are against them.,The Dark Brothers
https://www.imdb.com/title/tt10699542/?ref_=adv_li_tt,Cops - Una banda di poliziotti,5.1,39,A group of policemen in a sleepy town where no crime exist devise a plan to avoid the closure of their station.,Luca Miniero
https://www.imdb.com/title/tt13284350/?ref_=adv_li_tt,The Flower Tapes,3.6,23,"The Flower Tapes is a psychological found-footage thriller about a heart-stricken man who copes with his spiraling life by creating a video diary, only to capture his own torment by the deranged sadists who have been spying on him.",Sean Beagan
https://www.imdb.com/title/tt8768868/?ref_=adv_li_tt,Out of Bounds,8.3,43,"Travis Elliot, a star high school basketball player from Memphis, Tennessee must save his older brother, but is torn between playing the sport that he loves or living a life of crime.",SD Green
https://www.imdb.com/title/tt12703400/?ref_=adv_li_tt,I Think We're Alone Now,5.6,8,A little girl being hunted by a masked killer in the wilderness,Jt Kris
https://www.imdb.com/title/tt13140122/?ref_=adv_li_tt,The Teacher,6.3,13,"Natalio is a passionate teacher. When Juani, a friend, comes to live in the town, the inhabitants confirm the rumors about his homosexuality. The parents of his students do not approve the ... See full summary »",Julian Dabien
https://www.imdb.com/title/tt13639846/?ref_=adv_li_tt,Salam London,7.3,15,"Rayhan is a student who had his life together in Afghanistan but then lost his family in an attack. This made him flee to London to have a better life. Here, he faces a lot of hardships where he begins to learn the true meaning of life.",Arash Alizaie
https://www.imdb.com/title/tt11485514/?ref_=adv_li_tt,Tzarevna Scaling,5.2,16,Fishmonger Polina drinks some tea given to her by a strange old woman that transforms her sleep into a fairy tale where she thinks she's the tsar's daughter.,Uldus Bakhtiozina
https://www.imdb.com/title/tt12699782/?ref_=adv_li_tt,Shoujo Kageki Revue Starlight: Rondo Rondo Rondo,7.6,12,"A feature-length recap of Revue Starlight (2018), presented with unseen extra footage and told from Nana's perspective of events.",Tomohiro Furukawa
https://www.imdb.com/title/tt6744264/?ref_=adv_li_tt,The Red Scroll,8.3,49,"This is the story of Nina, a 13-year-old girl who is transported to the universe of Telurian, a mysterious and Earth-like world inhabited by various fantastic creatures. There she will join... See full summary »",Nelson Botter Jr.
https://www.imdb.com/title/tt6135692/?ref_=adv_li_tt,Frackers,8.2,25,A sci-fi comedy about the afterlife. Because we all know what happens after death.,Jeffrey Nicholson
https://www.imdb.com/title/tt8014860/?ref_=adv_li_tt,Goud,6.7,49,A talented young gymnast wants to reach the Olympic Games. His father guides him towards this goal. A coming of age movie.,Rogier Hesp
https://www.imdb.com/title/tt12656656/?ref_=adv_li_tt,Un soupçon d'amour,6.0,37,"Geneviève Garland, famous actress, is acting in « Andromaque » by Racine, with her husband André. She feels a deep malaise to play this part and cede it to her friend Isabelle, which is her... See full summary »",Paul Vecchiali
https://www.imdb.com/title/tt13496386/?ref_=adv_li_tt,Genesis Impact,8.8,12,"After attending a lecture on human evolution at a Natural history museum, Christina, a young creationist, questions the lecturer and argues against the theory of evolution.",Brett Varvel
https://www.imdb.com/title/tt12012266/?ref_=adv_li_tt,Finding Randy,4.5,89,"When an old friend's return home is disrupted by his sudden disappearance, what starts as a welcome home film becomes an unsettling search.",Greg McNichol
https://www.imdb.com/title/tt10153510/?ref_=adv_li_tt,Corazón ardiente,7.1,55,"An invincible, but unknown force ardently aspires to save the world - To achieve it, would it be enough to announce it?",Antonio Cuadri
https://www.imdb.com/title/tt12780846/?ref_=adv_li_tt,Wolves Action 2,4.0,6,Add a Plot,Hulk Cheng
