Link,Title,Rating,Votes,Description,Director
https://www.imdb.com/title/tt9646844/?ref_=adv_li_tt,Dream Round,4.7,36,"Joe Bona struggles in life after the death of his loving wife and two small children, who died in a car accident 15 years ago. Joe becomes inspired with a chance to play the dream round of his life.",Dusty Dukatz
https://www.imdb.com/title/tt8696480/?ref_=adv_li_tt,Nowhere Alaska,2.6,64,"Derek, Scott, and Kevin search an island off the coast of Alaska for Derek's missing wife. In the aftermath of their search and rescue gone wrong, Detective Walters questions the sole survivor to uncover the truth.",Cory Carroll
https://www.imdb.com/title/tt13609560/?ref_=adv_li_tt,Misfit 3: De Finale,5.2,62,Add a Plot,Erwin van den Eshof
https://www.imdb.com/title/tt10833594/?ref_=adv_li_tt,Seda Mawathe,5.9,14,Add a Plot,Harsha Udakanda
https://www.imdb.com/title/tt11178152/?ref_=adv_li_tt,The Other Side,5.1,23,"When Manon, a promising young student at a prestigious watchmaking school near the Swiss border is found dead, everyone suspects suicide. But Jeanne, the dean of students, refuses to ... See full summary »",Didier Bivel
https://www.imdb.com/title/tt11686750/?ref_=adv_li_tt,As Dead As It Gets,8.5,15,An interactive ghost story.,Simon Ellis
https://www.imdb.com/title/tt12574718/?ref_=adv_li_tt,There Will Be Spring,5.7,65,There Will Be Spring is a harrowing drama about war broken people in 1940's Finland hovering between desire and hate.,Annika Grof
https://www.imdb.com/title/tt10682062/?ref_=adv_li_tt,Palasa 1978,7.4,408,"Mohan Rao and his elder brother face Pedda Shavukar and Chinna Shavukar, a political battle where low caste fights the high caste power.",Karuna Kumar
https://www.imdb.com/title/tt13310986/?ref_=adv_li_tt,Doctor Doctor,5.2,52,This story is about two friends Keshav and Pushkar who became friends in medical college after comin to the city. They take admission to a medical college just to fulfill their families' ... See full summary »,Pritam Sk Patil
https://www.imdb.com/title/tt12968548/?ref_=adv_li_tt,Last-Flag-Standing,8.1,14,Add a Plot,Rachel Prince
https://www.imdb.com/title/tt13342216/?ref_=adv_li_tt,The Haunting of Alice Bowles,6.8,14,"When two YouTubers uncover a mysterious grave in an abandoned churchyard, what starts as harmless entertainment soon turns darker when their discovery begins to unwrap a mystery which has lain dormant for over a century.",Philip Franks
https://www.imdb.com/title/tt13236202/?ref_=adv_li_tt,Twiceborn,4.8,20,"Follows Satoru, a successful businessman who relinquishes everything to pursue his true calling: the happiness of humankind.",Hiroshi Akabane
https://www.imdb.com/title/tt10930558/?ref_=adv_li_tt,Rasuk 2,5.3,37,Isabella experienced something in the autopsy room when dissecting a female body that came without identity. It changed all the views of her life.,Rizal Mantovani
https://www.imdb.com/title/tt13228984/?ref_=adv_li_tt,Malu,5.7,26,Mysterious poetic story of long-lasting discord between beautiful sisters unfolds in Malaysia and Japan.,Edmund Yeo
https://www.imdb.com/title/tt11378154/?ref_=adv_li_tt,The App That Stole Christmas,3.6,301,"The App that Stole Christmas is a story about Felix Rhome, an inventor, who has created a super powerful App that eases the shopping craze during Christmas by the click of a button. His ... See full summary »",Monica Floyd
https://www.imdb.com/title/tt8042286/?ref_=adv_li_tt,Kanni Raasi,4.7,94,"The members of a joint family, which encourages only love marriages, have a tough time convincing their youngest member to fall in love.",S. Muthukumaran
https://www.imdb.com/title/tt13130662/?ref_=adv_li_tt,Family Fox on Expedition,6.8,45,"During the annual family weekend in theme park ""De Efteling"", eleven-year-old Teun discovers that his recently deceased grandfather left him one last scavenger hunt inside the park. ... See full summary »",Bob Wilbers
https://www.imdb.com/title/tt13015496/?ref_=adv_li_tt,Archaon: The Halloween Summoning,2.4,126,"Four college students take possession of a 15th-century Celtic artifact and resurrect the legend of Archaon. Haunting those who dare summon the evil spirit by putting on the mask, one by one they are tormented in the realm of in-between.",Paul Ernest
https://www.imdb.com/title/tt8501500/?ref_=adv_li_tt,Backwoods,5.5,36,"Upon encountering The Hangman, a deformed zealot said to lynch male trespassers and keep the women as ""brides"", Molly, along with her best friend Noah, must avoid becoming his latest victims.",Thomas Smith
https://www.imdb.com/title/tt8456656/?ref_=adv_li_tt,Happy Horror Days,3.1,95,Voices...HORRIFIC Content...Right Here In The Holiday Of Horrors.,Wesley Alley
https://www.imdb.com/title/tt11906018/?ref_=adv_li_tt,Onus,2.7,112,"When she agrees to accompany her partner to visit her wealthy family, trainee nurse Anna begins to suspect that her presence may have more to do with ritual sacrifice than it does meeting the parents.",Alex Secker
https://www.imdb.com/title/tt8273468/?ref_=adv_li_tt,Vasy's Odyssey,7.5,80,"Vasi's Odyssey is a road movie that portrays the union of two lives, two different worlds and two disparate places. A journey that will take the characters from Alicante (Spain) to Karditsa... See full summary »",Vasileios Papatheocharis
https://www.imdb.com/title/tt12326110/?ref_=adv_li_tt,Senior Citizen,8.6,63,"Theoharis, an elderly and lonely man, takes refuge every evening in the hospital to spend the night on the benches and chairs of the outpatients' wing. Every morning he returns to his house... See full summary »",Marinos Kartikkis
https://www.imdb.com/title/tt11343552/?ref_=adv_li_tt,Anukunnadi Okkati Ayyindhi Okati,4.5,225,Four childhood friends travel to Goa for a fun-filled wedding of their friend but their trip turns into a nightmare when they become involved in the murder of a stripper.,Baalu Adusumilli
https://www.imdb.com/title/tt7593344/?ref_=adv_li_tt,Ouija Blood Ritual,3.1,101,"The footage of three filmmakers shooting a web series has been recovered. Intending to debunk famous Internet urban legends and rituals, they perform a blood ritual that summons an ancient ... See full summary »",Dustin Mills
https://www.imdb.com/title/tt12381488/?ref_=adv_li_tt,Run,4.9,63,"On their wedding anniversary Sundeep is waiting at a restaurant for his wife Shruti to arrive. But in a shocking turn of events, she is dead. Is it a murder or a suicide?",Lakshmikanth Chenna
https://www.imdb.com/title/tt6714558/?ref_=adv_li_tt,Coven of Evil,3.1,178,"An investigative journalist tries to save an innocent young woman from a Wiccan cult, but in doing so, is drawn into the bizarre and deadly world of modern-day witchcraft.",Matthew J. Lawrence
https://www.imdb.com/title/tt12502244/?ref_=adv_li_tt,Home Stories,6.3,19,"An online wedding, a one-night stand turned three-week standoff, difficult choices and hope pushing through in a smile--a lot can happen when everyone stays at home. Home Stories is an ... See full summary »",Tanvi Gandhi
https://www.imdb.com/title/tt8119078/?ref_=adv_li_tt,Seven Short Films About (Our) Marriage,3.8,13,"A tempestuous romantic drama in seven vignettes that chronicles an interracial marriage, telling a story of turmoil and tenderness as two people try to make their relationship last.",Christopher J. Hansen
https://www.imdb.com/title/tt12042866/?ref_=adv_li_tt,A House Divided... A Mega Maga Movie,8.4,171,A 4th of July dinner party gets out of hand because of politics.,Mike Boss
https://www.imdb.com/title/tt8527738/?ref_=adv_li_tt,My Autopsy,5.6,75,My Autopsy is a story of the progression of a woman's strength as she journeys to escape the invisible chains of a past abusive relationship.,Holly Mollohan
https://www.imdb.com/title/tt6064744/?ref_=adv_li_tt,"John, 316",7.7,12,"A psychiatric hospital is turned upside down when a mysterious drifter is admitted and assigned to room 316. Known only as John Doe, the other patients believe that he bears an uncanny resemblance to Jesus Christ.",Jarvis Greiner
https://www.imdb.com/title/tt12850062/?ref_=adv_li_tt,Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,7.1,113,The Scribble Kingdom in the sky which charges it's life energy with scribbling is endangered when the people in the world lessen their scribbling. The military is send in to enforce more scribbling. Japanese DVD and BluRay: available now.,Takahiko Kyôgoku
https://www.imdb.com/title/tt4011928/?ref_=adv_li_tt,Wood Witch: The Awakening,3.8,59,"Two couples on a camping trip stumble onto a local urban legend, inadvertently awakening a sleeping demon.",Courtney G. Jones
https://www.imdb.com/title/tt2610890/?ref_=adv_li_tt,Serpent in the Bottle,4.1,37,Serpent in the Bottle is a tragic tale of one young man's desire to conform to societal pressure in the face of his own personal internal conflicts.,Emmett McKinley
https://www.imdb.com/title/tt3350042/?ref_=adv_li_tt,In the Country of Last Things,5.8,18,"Adaptation to the big screen of the Paul Auster sci-fi novel ""In the Country of Last Things"".",Alejandro Chomski
https://www.imdb.com/title/tt11263640/?ref_=adv_li_tt,Name Above Title,6.6,22,The quiet life of a serial killer in Lisbon is shaken when an unusual incident suddenly turns him into a social media star.,Carlos Conceição
https://www.imdb.com/title/tt11051580/?ref_=adv_li_tt,A Day & A Night,5.5,200,"The film revolves around an officer who undertakes research on social issues, especially living in poor neighborhoods at the heart of cairo.",Ayman Makram
https://www.imdb.com/title/tt11808250/?ref_=adv_li_tt,Silenced Tree,6.4,154,"A short while after his dominant wife abandons the wimpy and meek Hayati, who is a literary teacher in a patriarchal town, the police find an unrecognized female corpse by the lake. Hayati gets arrested and accused of murder",Faysal Soysal
https://www.imdb.com/title/tt11540082/?ref_=adv_li_tt,Canceling,8.5,62,"Natalie Wynn addresses the issue of the ""cancel culture"" and her own personal experiences, associated with it.",Natalie Wynn
https://www.imdb.com/title/tt13032562/?ref_=adv_li_tt,O Cemitério das Almas Perdidas,6.3,126,"Corrupted by the power of Cipriano's Black Book, a Jesuit and his followers begin a reign of horror in colonial Brazil, until they be cursed to live forever trapped under the graves of a ... See full summary »",Rodrigo Aragão
https://www.imdb.com/title/tt11469110/?ref_=adv_li_tt,The Trouble with Nature,6.8,84,"The philosopher Edmund Burke has fled London, debt collectors and a ramping midlife crisis to go on a grand tour of the Alps to rewrite his book on the Sublime in this 18. century road movie.",Illum Jacobi
https://www.imdb.com/title/tt11242340/?ref_=adv_li_tt,Hidden Orchard Mysteries: The Case of the Air B and B Robbery,4.4,59,"When a home robbery occurs, two junior detectives attempt to discover the culprit. Their closest neighbors are the most likely suspects and the investigation digs up bigger secrets than they expected.",Brian Shackelford
https://www.imdb.com/title/tt12821214/?ref_=adv_li_tt,Seven Thousand Souls,9.5,47,SEVEN THOUSAND SOULS is a documentary - a feature film about the suffering of Serbian and Russian soldiers and interned civilians in Austro-Hungarian camps on the territory of today's Czech... See full synopsis »,Sanjin Miric
https://www.imdb.com/title/tt13269230/?ref_=adv_li_tt,The Penultimate,7.3,22,"A Kafkaesque tale of an insignificant Water Inspector who arrives at a giant remote building in order to register the residents' water meters. Before he knows of it, he finds himself ... See full summary »",Jonas Kærup Hjort
https://www.imdb.com/title/tt8892066/?ref_=adv_li_tt,Big Blue Sea,3.7,11,"A whimsical journey of a young autistic girl kayaking in Hong Kong water in search of perfect blue water for her pet Clownfish. Facing incredible odds and dangers, she finds the unexpected in her heart.",Maya Wong
https://www.imdb.com/title/tt2210955/?ref_=adv_li_tt,The Colour of Spring,8.3,20,"Sarah and Sam seem like the perfect couple, but when Sarah gets her big stage break as an actress, Sam questions whether he's good enough for her. But then everything they thought they knew about their lives is a part of a deadly game.",Paul Andrew Kimball
https://www.imdb.com/title/tt11154574/?ref_=adv_li_tt,Into the World,6.0,99,"Jeanne works in a maternity yard in Marseille. Day and night, she struggles with her colleagues to support the mothers and their babies.",Marion Laine
https://www.imdb.com/title/tt4833838/?ref_=adv_li_tt,Summer Issues,6.4,45,A coming of age comedy about a young man in his final years of college that returns home to Massachusetts for his summer break. While there he ends up back at his old job working at a local... See full summary »,Eric Kelly
https://www.imdb.com/title/tt4907258/?ref_=adv_li_tt,Omprakash Zindabad,5.6,17,The story is of a wage earner who thinks that if he was having a bike instead of bicycle his life would have changed... he would have become a contractor than a laborer. There is a ... See full summary »,Ranjeet Gupta
https://www.imdb.com/title/tt12444576/?ref_=adv_li_tt,The Death of Cinema and My Father Too,7.2,89,"A father and son try to freeze time through cinema, but the father's illness threatens to cut their quest short.",Dani Rosenberg
https://www.imdb.com/title/tt10300704/?ref_=adv_li_tt,Walter,3.7,247,"A cop, who sets out to solve the mysterious death of infants in Kumbakonam, realises that a few bigwigs are behind the crime.",Anbarasan
https://www.imdb.com/title/tt9901162/?ref_=adv_li_tt,The Robinsons,Rate this,$0.05M,"when a couple of kids loss their parents from being murdered, they are turned over to a sweet loving and caring Forster family. the Robinson's never had a choice, however, they had only one... See full summary »",Aleks Alifirenko Jr.
https://www.imdb.com/title/tt10966832/?ref_=adv_li_tt,Dagaalty,3.9,211,A conman tries to save an innocent girl from the clutches of a womanizer after realizing that he had fallen in love with her.,Vijay Anand
https://www.imdb.com/title/tt12008636/?ref_=adv_li_tt,Heights Girl 2,6.7,9,"""Heights Girl 2 is a gritty urban drama, elevated above the pack by the artistry of its storytelling"" - D. Ryan Mowry ... From legendary production company, HWIC Filmworks, comes the ... See full summary »",David C. Snyder
https://www.imdb.com/title/tt13033818/?ref_=adv_li_tt,Dounika naru hibi,5.7,59,"Love is love. Someday, the pain of being in love will be an endearing memory. No matter who the feelings are towards, no matter what form it takes, all love and lifestyles have the same ... See full summary »",Takuya Satô
https://www.imdb.com/title/tt12354874/?ref_=adv_li_tt,Ginger's Tale,5.7,190,"A poor Potter finds an old magic Flint, which brings the Potter money, but at the same time makes him cruel. The evil Queen, in order to take possession of the artifact, decides to deal ... See full summary »",Konstantin Shchekin
https://www.imdb.com/title/tt13175334/?ref_=adv_li_tt,Strah,7.0,61,"Svetla, a widow who lost her job recently is living next to the Bulgarian-Turkish border. There are many cases of refugees in her village due to it's location. One day she meets a refugee from Africa and this changes her life.",Ivaylo Hristov
https://www.imdb.com/title/tt11911290/?ref_=adv_li_tt,The False Eye,8.9,9,Two boys steal a Camera kept for surveillance in a store aspiring to make a cinema. But their plans go astray and their attempts to abandon the Camera fails. They end up on wrong side of their actions leading to an irrecoverable loss.,Rahul Riji Nair
https://www.imdb.com/title/tt13635064/?ref_=adv_li_tt,Light Up Night,6.0,28,"Based on the Book of Ruth, Naomi's sons and husband have died and left her alone. Daughter-in-law, Ruth, vows to never leave her side. They face the challenges of a life on their own as they journey back to Naomi's home in West Virginia.",Jason Campbell
https://www.imdb.com/title/tt12099962/?ref_=adv_li_tt,Vampire Burt's Serenade,5.5,91,"A raunchy Vampire Musical. The sexy-violent musical is full of hot dancing, drug addled nymphettes, existential zombies and gallons of blood. A Zappa Zombie trying to kill a Backstreet Boy Vampire...no really.",Ken Roht
https://www.imdb.com/title/tt12634880/?ref_=adv_li_tt,Fatsani - Tale of Survival,8.6,17,"A young girl who lives with her grandmother is forced to sell bananas in the streets for survival after her school is closed due to sanitation issues and corruption. We see her struggling, ... See full summary »",Gift Sukez Sukali
https://www.imdb.com/title/tt10073452/?ref_=adv_li_tt,As Far as I Know,7.6,10,"Based on true events, 'As far as i know' tells the story of a couple and their challenges after a rape, from the husband's perspective.",Nándor Lörincz
https://www.imdb.com/title/tt10349240/?ref_=adv_li_tt,Mujeres Arriba,3.8,426,Mujeres Arriba is a romantic comedy that tells the journey of three friends who are looking for a more entertaining and fiery sexuality with their respective partners.,Andres Feddersen
https://www.imdb.com/title/tt14691710/?ref_=adv_li_tt,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,5.5,18,Add a Plot,Kei Suezawa
https://www.imdb.com/title/tt7279640/?ref_=adv_li_tt,Home of the Brave,4.5,33,Drew Thomas returns from war and is confronted with the challenges of rebuilding his life.,Deon Gibson
https://www.imdb.com/title/tt5024672/?ref_=adv_li_tt,Walden,5.1,37,"After twenty-five years of exile in Paris, Jana returns to Vilnius. She wants to find the lake that Paulius, her first lover, called ""Walden"". Chronicle elegiac of Lithuanian youth before the fall of the communist bloc.",Bojena Horackova
https://www.imdb.com/title/tt12695058/?ref_=adv_li_tt,Let Life Be Beautiful,6.7,28,Add a Plot,Tzu-Ping Lin
https://www.imdb.com/title/tt11343692/?ref_=adv_li_tt,Titus: Mystery of the Enygma,8.2,52,"A mouse-detective with his rabbit and lizard friends in Steamburg. They will jointly expose the crime one of their biggest enemies, a cat named named Bulpan. Starting as a pickpocket, Bulpan works hard to become a very skilled criminal.",Dineshkumar Subashchandra
https://www.imdb.com/title/tt11123392/?ref_=adv_li_tt,Nora,7.7,32,"Nora is in her 30s and has barely left her village. When her grandfather passes away, Nora decides to journey along the Basque coast to reunite his ashes' with her grandma's.",Lara Izagirre
https://www.imdb.com/title/tt11151696/?ref_=adv_li_tt,Bigfoot: Path of the Beast,2.5,114,"After the mysterious disappearance of his depressed wife, a man dealing with alcoholism seeks revenge by killing a bigfoot creature and escaping the wilderness alive as he deals with his own insanity and the wrath of other creatures.",Justin Snyder
https://www.imdb.com/title/tt8531398/?ref_=adv_li_tt,Next Door,4.4,126,Do you really know who lives NEXT DOOR to you? In Matt Shaw's new horror / comedy we take a look at the lives of those living behind closed doors on a seemingly busy street - What skeletons lurk within?,Matt Shaw
https://www.imdb.com/title/tt12452630/?ref_=adv_li_tt,A Killer Rising,4.1,128,A troubled federal agent with a bloody past struggles to suppress her demons while being taunted by a serial killer. A near death experience threatens to unleash her madness and put her on ... See full summary »,Michael Fredianelli
https://www.imdb.com/title/tt11006570/?ref_=adv_li_tt,Old Fashioned,4.4,14,"Paul Château Têtard, 48, falls in love with a young woman working as a counter clerk in the subway. When he plans to marry her, his mother launches a private detective on her tracks to prove she's cheating on her son.",Antonin Peretjatko
https://www.imdb.com/title/tt13091334/?ref_=adv_li_tt,We Three Kings,8.4,14,"Amy, Catherine, and Charles Fay can't wait for their Uncle Henry to arrive for Christmas. This is the first year since Mama passed away and the children are working together to fill the ... See full summary »",Joseph J. Graber
https://www.imdb.com/title/tt12490488/?ref_=adv_li_tt,461 Lunch Boxes,7.2,34,"Kazuki Suzumoto is divorced and he lives with his 15-year-old son Kouki, who is in a susceptible time. The father feels guilty about his son. Kouki then fails his high school entrance exam.... See full summary »",Atsushi Kaneshige
https://www.imdb.com/title/tt12670208/?ref_=adv_li_tt,Fabula,4.8,37,"Fairy tales do not always have the desired effect on children. A former detective, characterized by an unusual phobia for darkness, arrives in the city, finding himself involved in strange ... See full summary »",Denis Frison
https://www.imdb.com/title/tt9770432/?ref_=adv_li_tt,The Incredible Jake Parker,8.6,7,"Six months ago, Jake Parker was on top of the world as a platinum-selling singer, songwriter, and pop music sensation. Now, Jake faces the biggest challenge not just of his career but of his entire life: recovering from anorexia.",Angelo Thomas
https://www.imdb.com/title/tt9614596/?ref_=adv_li_tt,Bloodshot Heart,7.0,40,"At 44, Hans still lives with his mother. When Matilda, a tenant half his age, moves in, Hans relives old memories and is infatuated. To win her love, Hans comes up with a dangerous plan.",Parish Malfitano
https://www.imdb.com/title/tt11924406/?ref_=adv_li_tt,Maya Kannadi,6.5,19,"College fresher Sandy is puzzled by the series of student suicides in his campus, with all the victims sharing one thing in common - a whale tattoo. When Neha becomes the latest victim, Sandy finds himself accused as the prime suspect.",Vinod Poojary
https://www.imdb.com/title/tt11773588/?ref_=adv_li_tt,Drowning in Holy Water,5.6,122,"A young Afghan couple is trying to leave Afghanistan and to exile to Europe from Afghanistan in a hope to find a better life. To execute this plan, they first illegally arrive in Iran by ... See full summary »",Navid Mahmoudi
https://www.imdb.com/title/tt9634958/?ref_=adv_li_tt,The Haunting,7.8,8,"A young family moves into a new house, unaware of the property's dark past. Things unexplained start happening, till they unleash an evil force that determines their ultimate fate.",Lee Jones
https://www.imdb.com/title/tt12765462/?ref_=adv_li_tt,The Day of Destruction,5.6,106,"Seven years ago, a mysterious monster was found deep in a rural coal mine. Since then, rumors of a plague spread through the small town, and people experience an unexplainable mental illness.",Toshiaki Toyoda
https://www.imdb.com/title/tt13529418/?ref_=adv_li_tt,Warm Hug,5.3,128,"Young man Bao Bao has an obsession with neatness and planning, so he believes that has nothing to do with friendship and love. But everything becomes a strange combination of comedy when he... See full summary »",Yuan Chang
https://www.imdb.com/title/tt4768338/?ref_=adv_li_tt,Warmed-Over Krautrock,4.7,28,"Welcome to Essential Music, an L.A. record store with more staff members than customers, and where the LP covers act as a Greek chorus. A comedy for anyone who's ever spent too much time obsessing over playlists.",Mark Tompkins
https://www.imdb.com/title/tt11767342/?ref_=adv_li_tt,Seni Bulacam Oglum,8.0,6,Ertan is swindled by his best friend Iskender who takes all of the money that they both spent their whole life's saving. As if this was not bad enough Iskender has also left behind a large ... See full summary »,Gokhan Yikilkan
https://www.imdb.com/title/tt14210088/?ref_=adv_li_tt,White Snow,5.6,79,"A biographical sports drama about cross-country skier Yelena Välbe who became Olympic Champion and for the first time ever won 5 out 5 Gold medals at 1997 World Championship in Trondheim, Norway.",Nikolay Khomeriki
https://www.imdb.com/title/tt9790536/?ref_=adv_li_tt,Light in the Tropics,7.0,32,"A film like a monument: Luz nos trópicos is a tribute to the rich greens of the Amazon and the forests of New England in winter, celebrating the indigenous peoples of both Americas and flowing as a film as freely as a winding river.",Paula Gaitán
https://www.imdb.com/title/tt13713640/?ref_=adv_li_tt,The Missing,7.8,6,"In the pursuit of a contractual work in Japan, Iris became the victim of a curse that haunted her during her engagement as an architect of an over 100 year old house.",Easy Ferrer
https://www.imdb.com/title/tt13381304/?ref_=adv_li_tt,Oka Telugu Prema Katha,8.8,20,"Nachiketha meets rigveda in an accident and falls in love. Rigveda,who doesnt believe in love, wants to escape from this nuisance and also teach him a lesson at the same time, So she tells ... See full summary »",B. Santosh Krishna
https://www.imdb.com/title/tt10127410/?ref_=adv_li_tt,Stolen Identity 2,4.1,104,In the sequel to the 2018 movie months have passed since the major case involving a serial murderer. The matter has not been resolved it seems because a corpse is uncovered in the vicinity ... See full summary »,Hideo Nakata
https://www.imdb.com/title/tt6135828/?ref_=adv_li_tt,Stateside,5.6,21,"The journey of an undocumented Filipino immigrant struggling to survive in the US. Facing homelessness, racism, drug rings, and INS, Andrew seeks to find his place not only in America, but in the world.",Marcial Chavez
https://www.imdb.com/title/tt13315374/?ref_=adv_li_tt,Bloodline,2.1,159,"When an accident leaves a young boy in a coma, his parent's love is put to the test as they resort to a dangerous plan to save him.",Rami Yasin
https://www.imdb.com/title/tt8245904/?ref_=adv_li_tt,Squatter,2.5,55,"Its almost finals and while granny's away, a wrestling-obsessed, machete-wielding squatter plays - body slamming guests at the hottest party of the year.",Jimmy Tyson
https://www.imdb.com/title/tt12871602/?ref_=adv_li_tt,The Immortal Warrior,7.7,9,"In this English-language sequel to the acclaimed RIO 2096: A Story of Love and Fury, the immortal hero Abeguar embarks on a quest to save the love of his life Janaina and restore balance to... See full summary »",Luiz Bolognesi
https://www.imdb.com/title/tt12959292/?ref_=adv_li_tt,Nexus of Evil,8.4,13,"Fifteen years after their time at camp was cut short, a group of adults tries to recreate the summer they missed, only to find the past always has a way of catching up with them.",Brandon Smith
https://www.imdb.com/title/tt11542194/?ref_=adv_li_tt,Kaaal,8.3,448,"The film is about a group of youngsters aiming to make a fake horror video for someone. But unknown to them, a real ghost begins to create havoc in a frightful atmosphere and puts their lives in danger.",D. Sandeep
https://www.imdb.com/title/tt10143308/?ref_=adv_li_tt,Tout nous sourit,4.9,12,"The members of an apparently happy couple, each with their respective lovers, have the same idea: spending the weekend at their holiday home. Finding each other there is only the beginning of an awkward and hilarious weekend.",Mélissa Drigeard
https://www.imdb.com/title/tt3890536/?ref_=adv_li_tt,Escuela para Seductores,4.5,80,"After going from ""SINGLE"" to ""#lordfriendzone"", Raul decides to become a Master of seduction. But, after an unfortunate reunion with Raul's past, he will discover that there is only one rule to find true love - ""Be yourself"".",Giovanna Zacarías
https://www.imdb.com/title/tt11681170/?ref_=adv_li_tt,Bicchugatthi Chapter 1,8.1,17,"Set during the end of the 16th century in the region of Chitradurga, a strong and brave warrior rises above to protect his people from the horrific military rules and the enemies taking over his region.",Hari Santhosh
https://www.imdb.com/title/tt13702138/?ref_=adv_li_tt,Rendezvous,5.5,6,"In a world where people wander all over the globe for survival and no home can any longer be called home, three rootless lonely souls try to connect.",Mac Alejandre
https://www.imdb.com/title/tt12044426/?ref_=adv_li_tt,Dheet Patangey,7.3,64,"Four cricket-crazy friends set out to find answer and write their destinies, between the two big wins in 1983 and 2011.",Ravi Adhikari
https://www.imdb.com/title/tt13826620/?ref_=adv_li_tt,The Truth,7.0,7,"After the mysterious death of a young man his autopsy reveals a jump drive in his stomach. It contained footage that goes back six months before his death and was title ""The Truth.""",Luykis Wamhoff
https://www.imdb.com/title/tt8736336/?ref_=adv_li_tt,That's Amore,6.7,185,"Lucia Lombardi, a single middle aged nurse, finds herself in a difficult situation when she makes a deal with her ailing mother Rosa that involves her unwitting dentist friend Rocco and his best friend Gino.",Dan Helbling
https://www.imdb.com/title/tt8894442/?ref_=adv_li_tt,Clay's Redemption,5.9,95,Clay searches for redemption in a world with immortals and old world gods.,Carlos Boellinger
https://www.imdb.com/title/tt11586122/?ref_=adv_li_tt,Bhaybheet,7.6,9,The innocent daughter of a simple man starts behaving in an erratically odd manner after his wife dies. The daughter claims that she can still see her mother and that she still lives with ... See full summary »,Deepak Naidu
https://www.imdb.com/title/tt9080846/?ref_=adv_li_tt,Curtis,8.3,6,"A former basketball star battles with his mental illness while scouring the streets of Detroit with a young boy, in search of his lost high school championship ring.",Chris Bailey
https://www.imdb.com/title/tt11731926/?ref_=adv_li_tt,Cock Tail,4.2,59,A story about a missing idol that was made by the Chola kings 450 years ago.,Ra Vijaya Murugan
https://www.imdb.com/title/tt12719414/?ref_=adv_li_tt,The Foggy Mountain-Dinh Mu Suong,7.1,14,"The film revolves around the story of Phi - a retired martial artist, longing for a peaceful life with a beautiful wife named Lanh.",Phan Anh
https://www.imdb.com/title/tt12888166/?ref_=adv_li_tt,Forgotten Roads,6.3,50,"Claudina is a traditional woman from the countryside. After the pass away of her husband, she gets into a lonely routine. Having a difficult economic situation, Claudina has to move with ... See full summary »",Nicol Ruiz Benavides
https://www.imdb.com/title/tt5378246/?ref_=adv_li_tt,Louisa: An Amazing Adventure,8.9,10,"This story is based on real events and the true courage, determination and extraordinary spirit of ordinary people. January 1899 saw the worst storm at sea in living memory and the most ... See full summary »",Stephen Cookson
https://www.imdb.com/title/tt13483292/?ref_=adv_li_tt,The Legacy Of Dr. Death: Black File,6.1,34,"""I'll kill you without suffering."" Dr. Death, a serial killer who was asked to euthanize a person at a dark site. The Metropolitan Police Department's No. 1 combination Inukai (Ayno Go) and... See full summary »",Yoshihiro Fukagawa
https://www.imdb.com/title/tt13011878/?ref_=adv_li_tt,Otto the Barbarian,6.4,17,"Otto, a 17-year-old punk, becomes involved in the social services investigation of his girlfriend Laura's death. He is caught up in a vicious circle created by his parents, his mute grandpa and Laura's mother.",Ruxandra Ghitescu
https://www.imdb.com/title/tt13428892/?ref_=adv_li_tt,A Christmas Love,5.7,424,A couple struggling to make ends meet are given a new chance by the arrival of a mysterious letter that grants them one special wish during the holiday season.,Gregory Hatanaka
https://www.imdb.com/title/tt11929776/?ref_=adv_li_tt,Dhoka,7.3,9,Add a Plot,Ananyo Mamun
https://www.imdb.com/title/tt11536476/?ref_=adv_li_tt,The Grand Grandmaster,4.4,190,"His unexpected romantic feelings towards his rival, Chun, derails Grandmaster Fei Lung's plan to win in the final fight he has challenged her to.",Chi Wah Wong
https://www.imdb.com/title/tt12265044/?ref_=adv_li_tt,Lockdown Kings,8.6,10,Two Stoners decide to fight against the corrupt government with gaming and hacking during the endless lockdown.,Bill Thomas
https://www.imdb.com/title/tt13396982/?ref_=adv_li_tt,Biye.Com,6.7,43,The story revolves around a couple who meet through social media and fall in love. What happens further is what the film is all about.,Abhijit Guha
https://www.imdb.com/title/tt10523424/?ref_=adv_li_tt,Savage Creatures,3.9,119,"On the eve of Judgement Day, predatory cannibals abduct two young vagabond women harboring a shocking secret - they are ancient Vampires. Following a bloody clash, the Vampires are suddenly... See full summary »",Richard Lowry
https://www.imdb.com/title/tt12730310/?ref_=adv_li_tt,The Magic School Bus Rides Again: Kids in Space,6.0,56,The Magic School Bus kids blast into orbit and onto the International Space Station only to find themselves on the run from a giant tardigrade.,Richard Weston
https://www.imdb.com/title/tt11090178/?ref_=adv_li_tt,Striding Into the Wind,5.8,60,"An aimless film school student goes on an ambling road trip across China in a rickety old Jeep in this charming, deeply personal road movie.",Shujun Wei
