city,country,name,host_since,host_response_rate,host_identity_verified,review,superhost,property_type,accomodates,number_bathroom,number_bedroom,number_beds,rating,price,cleanliness,accuracy,communication,location,check_in,value
Garni,Armenia,Home,2019.0,,Identity verified,0.0,regular host,Private room in residential home,3.0,1.0,2.0,2.0,0.0,14.0,,,,,,
Yerevan,Armenia,Blue House Yerevan,2020.0,100.0,Identity verified,0.0,regular host,Entire villa,8.0,2.0,4.0,3.0,0.0,130.0,,,,,,
Yerevan,Armenia,Blue House Yerevan,2020.0,100.0,Identity verified,0.0,regular host,Entire villa,8.0,2.0,4.0,3.0,0.0,130.0,,,,,,
Tsaghkadzor,Armenia,"""Soul"" Guesthouse Tsaghkadzor",2020.0,100.0,Identity not verified,3.0,regular host,Entire cottage,4.0,1.0,1.0,4.0,4.33,60.0,5.0,4.3,3.7,4.0,5.0,4.3
Banavan,Armenia,Entire Private Village House in Banavan,2019.0,0.0,Identity verified,1.0,regular host,Private room in residential home,8.0,1.0,4.0,4.0,0.0,15.0,,,,,,
Sevan,Armenia,USSR guest house-discover the life of ancients,2019.0,,Identity verified,5.0,regular host,Private room in townhouse,7.0,1.0,1.0,7.0,5.0,21.0,5.0,4.8,5.0,4.8,5.0,5.0
Kalavan,Armenia,Bright and Stylish House in Kalavan,2016.0,100.0,Identity verified,9.0,regular host,Private room in residential home,2.0,1.0,1.0,2.0,5.0,24.0,4.8,5.0,5.0,5.0,5.0,5.0
Sevan,Armenia,Luxe Apartment,2020.0,100.0,Identity verified,0.0,regular host,Entire rental unit,6.0,1.0,2.0,4.0,0.0,35.0,,,,,,
Tsaghkadzor,Armenia,Diamond Villa,2017.0,64.0,Identity verified,38.0,regular host,Entire villa,14.0,3.0,4.0,8.0,0.0,165.0,,,,,,
Tsaghkadzor,Armenia,2 person room,2020.0,100.0,Identity verified,5.0,regular host,Private room in serviced apartment,2.0,1.0,1.0,1.0,0.0,0.0,,,,,,
Tsaghkadzor,Armenia,Tropicana,2017.0,64.0,Identity verified,38.0,regular host,Entire residential home,8.0,3.0,3.0,6.0,0.0,205.0,,,,,,
Tsaghkadzor,Armenia,Luxore Villa Garden,2017.0,64.0,Identity verified,38.0,regular host,Entire villa,15.0,7.0,5.0,10.0,0.0,185.0,,,,,,
Abovyan,Armenia,Azhdahak B&B in Geghashen - 20km from Yerevan,2015.0,100.0,Identity verified,1.0,regular host,Private room in villa,15.0,3.0,5.0,19.0,0.0,14.0,,,,,,
